Number and types of transactions for value by all account customers,,,,,
,,,,,
Metrics, ,,,,
Calendar Month,Mar-20,,,,
Account Customer,FR,DFL,TP,DLG,Total
EDWARDS DUTHIE SHAMASH SOLICITORS,0,0,0,2,2
EDWIN COE LLP,0,0,0,2,2
ENDEAVOUR PARTNERSHIP,0,0,0,2,2
ERIC WRIGHT GROUP LIMITED,0,0,2,0,2
EVANS & DAVIES,0,0,2,0,2
EWAN & CO SOLICITORS,0,0,0,2,2
F F H S & J (LONDON) LLP,0,0,0,2,2
F S LAW,0,0,1,1,2
FAHRI LLP,0,0,1,1,2
FAITH WILLIAMS LAW SOLICITORS,0,0,0,2,2
FITZGRAHAMS SOLICITORS LLP,0,0,0,2,2
FOREST EDGE LEGAL PRACTICE LTD,0,0,1,1,2
FRANCIS GEORGE SOLICITOR ADVOCATE,0,0,0,2,2
FRANCIS H CHENERY,0,0,0,2,2
FRANK & COMPANY,0,0,1,1,2
FREEDMANS + HILMI LLP,0,0,0,2,2
GABBITAS ROBINS SOLICITORS,0,0,0,2,2
GARDNER CHAMPION,0,0,0,2,2
GARDNER CROFT,0,0,0,2,2
GARETH GRIFFITH & CO,0,0,1,1,2
GAWOR & CO,0,0,0,2,2
GB SOLICITORS LLP,0,0,0,2,2
GENGA & CO SOLICITORS LIMITED,0,0,0,2,2
GHW SOLICITORS,1,0,1,0,2
GIBSON DUNN & CRUTCHER,0,0,0,2,2
GILLESPIE MACANDREW LLP,0,0,0,2,2
GLAISYERS,0,0,0,2,2
GOLDENTREE FINANCIAL SERVICES PLC,0,0,2,0,2
GORDON A BATTRICK & CO,0,0,0,2,2
GRAHAM EVANS & PARTNERS,0,0,0,2,2
GREENAWAY SCOTT LIMITED,0,0,0,2,2
GREENWOODS SOLICITORS,1,0,0,1,2
GWYNETH O OWEN,0,0,1,1,2
HAMLINS LLP,0,0,1,1,2
HAMMOND BALE LLP,0,0,2,0,2
HANCOCK QUINS,0,0,0,2,2
HARDINGS SOLICITORS LTD,0,0,0,2,2
HARRIS WATERS & CO,0,0,1,1,2
HARRY BOODHOO & CO,0,0,0,2,2
HASLAM & PAYNE,0,0,0,2,2
HASSALL LAW LIMITED,0,0,0,2,2
HAWKINS HATTON LLP,0,0,0,2,2
HELEN AND IAN SAUL SOLICITORS,0,0,0,2,2
HERITAGE LAW (NORWICH) LTD,0,0,1,1,2
HESMONDHALGH & MALONEY,0,0,2,0,2
HEWITSON & HARKER,1,0,1,0,2
HOGAN LOVELLS,0,0,0,2,2
HOLDEN & CO,0,0,0,2,2
Hole and Pugsley,0,0,0,2,2
HOME 2 HOME PROPERTY LAWYERS LTD,0,0,0,2,2
HOOLE & CO,0,0,0,2,2
HOWELL JONES & CO,0,0,0,2,2
HUDGELL & PARTNERS,0,0,0,2,2
HUSBAND FORWOOD MORGAN,0,0,0,2,2
I E SOLICITORS,0,0,1,1,2
I NAWAZ-CHECHI,0,0,0,2,2
IMPERIAL LAW LIMITED,0,0,1,1,2
INCOMMUNITIES GROUP LIMITED,0,0,2,0,2
J B LEITCH LLP,0,0,2,0,2
J SCOLLAN & CO,0,0,0,2,2
JA STIFFORD LAW LIMITED,0,0,0,2,2
JACOBS AND CO SOLICITORS,0,0,0,2,2
JC SOLICITORS LTD,0,0,0,2,2
JENNIFER MELLY LAW,0,0,0,2,2
JMD LAW LLP,0,0,1,1,2
JOHN BIRKBY & CO,0,0,0,2,2
JOHN FARR-DAVIES & CO,0,0,0,2,2
JOHN RAMSEY MCGREGOR T/A MCGREGORS,0,0,0,2,2
JOHN SHIRLEY & CO,0,0,1,1,2
JUDKINS & CO,0,0,0,2,2
JULIE WEST SOLICITOR,0,0,1,1,2
JULIET HARDICK SOLICITORS,0,0,0,2,2
JW SOLICITORS,0,0,0,2,2
JWK LEGAL GROUP LTD T/A JWK SOLICITORS,0,0,1,1,2
KB SOLICITORS LIMITED,0,0,0,2,2
KELLY & CO SOLICITORS,0,0,0,2,2
KENNARD WELLS,0,0,0,2,2
KEPPE ROFER,0,0,0,2,2
KERMAN & CO,0,0,0,2,2
KING & CO,0,0,0,2,2
KINGS (DEVON),0,0,0,2,2
KIRKUP LASCELLES & CREED,0,0,0,2,2
KITSON & TROTMAN SOLICITORS,0,0,2,0,2
KMA SOLICITORS,0,0,0,2,2
KP SOLICITORS,0,0,0,2,2
KPM SOLICITORS LLP,0,0,2,0,2
LANSDOWNE LEGAL,0,0,1,1,2
LATHAM & CO,0,0,0,2,2
LAWBRIEFS LIMITED,0,0,0,2,2
LEDGISTERS LIMITED,0,0,0,2,2
LEE CHADWICK & CO,0,0,1,1,2
LEVER LAW LIMITED,0,0,0,2,2
LEWIS FRANCIS BLACKBURN,0,0,0,2,2
LIVERPOOL CITY COUNCIL,0,0,1,1,2
LMS (TRADING AS TOTAL CONVEYANCING SERVICES),0,0,1,1,2
LOCKETT LOVEDAY MCMAHON,0,0,0,2,2
LONDON BOROUGH OF ENFIELD,0,0,0,2,2
LONGLAND STANSFIELD & KEEBLE,0,0,1,1,2
MACFARLANES LLP,0,0,1,1,2
MACNAMARA KING,0,0,0,2,2
MAJID MALIK,0,0,0,2,2
MAPLESTONES,1,0,0,1,2
MARTYN PROWEL SOLICITORS,0,0,0,2,2
MASEFIELDS SOLICITORS,0,0,0,2,2
MASON & BEER,0,0,1,1,2
MAX ENGEL,0,0,0,2,2
MAXIM SOLICITORS,0,0,0,2,2
MCKENZIES,0,0,0,2,2
MCTAGGART SOLICITORS,0,0,1,1,2
MEDLOCK SOLICITORS LIMITED,0,0,0,2,2
MERRILS EDE,0,0,0,2,2
MERRYWEATHER WILLIAMS,0,0,1,1,2
METROLAW SOLICITORS,0,0,0,2,2
MICHAEL & CO,0,0,0,2,2
MICHAEL G WOOLDRIDGE,0,0,0,2,2
MILLS CURRY,0,0,1,1,2
MINIHAN MCALISTER LIMITED,0,0,1,1,2
MORGAN & CO,0,0,1,1,2
MORTON FRASER LLP,0,0,2,0,2
MURDOCHS LAW LTD,0,0,0,2,2
MWG SOLICITORS LIMITED,0,0,0,2,2
N C LAW,0,0,0,2,2
N.C. BROTHERS & CO,0,0,1,1,2
NEIL FOLEY & CO,0,0,0,2,2
NELSONS,0,0,0,2,2
NEXA LAW LIMITED,0,0,0,2,2
Nicholls & Sainsbury,0,0,1,1,2
NOEL KELLY,0,0,0,2,2
NORTH STAR LAW LIMITED,0,0,0,2,2
NORTH WEST LEICESTERSHIRE DISTRICT COUNCIL,0,0,0,2,2
NORTON & CO,0,0,0,2,2
NORTON LEGAL LIMITED,1,0,0,1,2
NORTON ROSE LLP,0,0,0,2,2
O'HARA,0,0,0,2,2
OAKMOUNT LAW LIMITED,0,0,0,2,2
OBASEKI SOLICITORS,0,0,0,2,2
OGR STOCK DENTON LLP,0,0,0,2,2
OPTIMUM LEGAL SOLUTIONS LIMITED,0,0,0,2,2
P J CONVEYANCING SERVICES,0,0,0,2,2
PARITY LEGAL LIMITED,0,0,0,2,2
PATEL & COMPANY,0,0,0,2,2
PAUL L WILLIAMS,0,0,0,2,2
PEARL & CO,0,0,0,2,2
PEASEGOODS,0,0,0,2,2
PENMAN SEDGWICK LLP,0,0,0,2,2
PENNINE SOLICITORS,0,0,0,2,2
PERCY SHORT & CUTHBERT,0,0,0,2,2
PETERBOROUGH CITY COUNCIL,0,0,1,1,2
PETERSONS,0,0,2,0,2
PG SOLICITORS T/A EDWARD MARSHALL SOLICITORS,0,0,0,2,2
PHILIP SMALLWOOD,0,0,0,2,2
PJE SOLICITORS,0,0,0,2,2
POCOCK'S,0,0,0,2,2
PORTCULLIS PROPERTY LAWYERS,0,0,0,2,2
PORTO BELLA SOLICITORS LTD,0,0,0,2,2
POWELL & CO (SUTTON COALFIELD),0,0,0,2,2
POWELL DAVIES SOLICITORS LTD,0,0,1,1,2
POWER SCOTT,0,0,1,1,2
PRIMARC SOLICITORS,0,0,0,2,2
PROGRESSION SOLICITORS,0,0,0,2,2
QORE LEGAL LTD,0,0,0,2,2
R A WILKINSON,0,0,0,2,2
R J SOLICITORS LIMITED (CLEETHORPES),0,0,0,2,2
R R WILLIAMS & SON,0,0,0,2,2
R.O.C.K SOLICITORS,0,0,0,2,2
RADIUS LAW LIMITED,0,0,0,2,2
RADLEYS (LONDON) LLP,0,0,0,2,2
RAIYAD SOLICITORS,0,0,0,2,2
RAJINDER SINGH & CO,0,0,0,2,2
RAJPUT SOLICITORS,0,0,0,2,2
RAVI SOLICITORS,0,0,0,2,2
RB SOLICITORS (RAI LEGAL),0,0,0,2,2
REBECCA L FARET,1,0,0,1,2
REDFEARNS,0,0,1,1,2
REGULATORY LAW LIMITED,0,0,0,2,2
RICHARD HERNE & CO,0,0,0,2,2
RICHARD NELSON LLP,0,0,0,2,2
RICHARD WILSON LONG SOLICITORS,0,0,0,2,2
ROEBUCKS SOLICITORS,0,0,2,0,2
ROKEBY JOHNSON BAARS LLP,0,0,0,2,2
ROOTES & ALLIOTT (ALSO T/A TRS MILLER),0,0,1,1,2
ROSALIND ELIZABETH YEMM T/A DEAN CONVEYANCING,0,0,0,2,2
ROSALIND WATCHORN,0,0,1,1,2
ROSSIDES CAINE,0,0,1,1,2
RUSHFORD & MCCARVILLE LLP,0,0,2,0,2
S D ROSSER & CO,0,0,0,2,2
S M SOLICITORS,0,0,0,2,2
SABEERS STONE GREENE LLP,0,0,0,2,2
SAFFRON SOLICITORS,1,0,0,1,2
SAMANTHA DENHAM SOLICITORS,0,0,1,1,2
SANDOM ROBINSON,0,0,1,1,2
SAWARN & CO LTD,0,0,0,2,2
SEBASTIANS,0,0,1,1,2
SELBY & CO SOLICITORS,0,0,0,2,2
SHELBOURNES SOLICITORS,0,0,0,2,2
SHEPHERD & COMPANY,0,0,0,2,2
SHERIDAN & STRETTON,0,0,0,2,2
SIMMONS & SIMMONS,0,0,0,2,2
SIMONS LEVINE & CO,0,0,0,2,2
SLATER BRADLEY & CO,0,0,1,1,2
SLAUGHTER & MAY,0,0,0,2,2
SLOAN PLUMB WOOD,0,0,1,1,2
SMITH LLEWELYN PARTNERSHIP,0,0,1,1,2
SOLEX LEGAL SERVICES LIMITED,0,0,0,2,2
SOLOMON SOLICITORS,0,0,0,2,2
SOLOMONS LEGAL SOLICITORS,0,0,0,2,2
Southerns,0,0,0,2,2
SPENCER LOCKWOOD CONVEYANCING LTD,0,0,0,2,2
STEPHENS & SONS,0,0,0,2,2
STONEWOOD LAWYERS LTD,0,0,0,2,2
STOREY & CO,0,0,0,2,2
SUSAN HOWARTH & CO,0,0,0,2,2
SUTTON & CO SOLICITORS,0,0,0,2,2
T.G.COLLINSSOLICITORS,0,0,0,2,2
TALBOT & CO,0,0,0,2,2
TAYLOR FORDYCE LIMITED,0,0,0,2,2
TC SMITH SOLICITORS LLP,0,0,0,2,2
THAKKER & CO,0,0,0,2,2
THE COMMERCIAL LAW PRACTICE LIMITED,0,0,1,1,2
THE LONDON BOROUGH OF HARROW,0,0,0,2,2
THOMAS MAGNAY & CO,0,0,1,1,2
THOMAS O'GORMAN SOLICITORS,0,0,0,2,2
THOMAS SAUL & CO,0,0,0,2,2
THORNE SEGAR,0,0,0,2,2
THURROCK BOROUGH COUNCIL,0,0,0,2,2
TILBURY GODDARD,0,0,0,2,2
TINKLER SOLICITORS,0,0,0,2,2
TLSK SOLICITORS LIMITED,0,0,0,2,2
TOWN & COUNTRY PROPERTY LAWYERS,0,0,2,0,2
TRAINER SHEPHERD PHILLIPS MELIN HA,0,0,0,2,2
TRESILLIAN SHAW & GODDARD SOLICITO,0,0,0,2,2
TREVOR THOMAS SCOTT & JENKINS,0,0,0,2,2
UNIQUE SOLICITORS,0,0,0,2,2
URBANPOINT PROPERTY MANAGEMENT LTD,0,0,1,1,2
V&T LAW FIRM LIMITED,0,0,0,2,2
VINCENT YEE SOLICITORS LTD,0,0,0,2,2
VOYAGER LEGAL LIMITED,0,0,0,2,2
W T JONES,0,0,0,2,2
WAINWRIGHT & CUMMINS,0,0,0,2,2
WARCUP SKENE,0,0,0,2,2
WATERFIELDS SOLICITORS,0,0,0,2,2
WATERS & CO,0,0,0,2,2
WATKINS STEWART & ROSS,0,0,0,2,2
WATSON WATSON SOLICITORS,0,0,0,2,2
WIGGIN OSBORNE FULLERLOVE,0,0,0,2,2
WILKINS LLP,0,0,0,2,2
WILKS PRICE HOUNSLOW,0,0,0,2,2
WILLCOX LAW LIMITED,0,0,0,2,2
WILSON BRAMWELL LTD,0,0,0,2,2
WINCH & WINCH,0,0,0,2,2
WINTERS & CO,0,0,0,2,2
WITTS MOLONEY SOLICITORS,0,0,0,2,2
WOLVERHAMPTON CITY COUNCIL,0,0,1,1,2
WOODHALL SOLICITORS LTD,0,0,0,2,2
WOODSTOCK PROPERTY LAW LIMITED,0,0,1,1,2
WOOLSEY MORRIS & KENNEDY,0,0,0,2,2
WRIGHT AND CO SOLICITORS,0,0,0,2,2
WYKEHAM & CO,0,0,0,2,2
174 LAW,0,0,1,0,1
A K GULATI & CO,0,0,0,1,1
A SHADE GREENER,0,0,0,1,1
A&R SOLICITORS LTD,0,0,0,1,1
ABBEY COURT SOLICITORS,0,0,0,1,1
ABOUDI BRADLEY & CO,0,0,1,0,1
ACCULEGAL SOLICITORS,0,0,0,1,1
ACHILLEA & CO,0,0,0,1,1
ACT LEGAL LTD,0,0,0,1,1
ACUTE CONVEYANCING LTD,0,0,0,1,1
ADAM LEGAL SERVICES LTD,0,0,0,1,1
ADAM PERRY & CO LLP,0,0,0,1,1
ADAM SOLICITORS,0,0,0,1,1
ADAMS BURROWS,0,0,0,1,1
ADAMS DELMAR,0,0,0,1,1
ADLINGTON LAW LIMITED,0,0,0,1,1
ADVANTAGE WILLS LTD,0,0,0,1,1
AKL SOLICITORS,0,0,0,1,1
AL HUGHES & CO,0,0,0,1,1
AL VARILONE SOLICITOR,0,0,0,1,1
ALAM LAW LTD,0,0,0,1,1
ALAN SIMPSON & CO,0,0,0,1,1
ALFRED JAMES & CO,0,0,0,1,1
ALLAN JANES,0,0,0,1,1
ALLIED LAW CHAMBERS,0,0,0,1,1
ALLSQUARE LEGAL LIMITED,0,0,0,1,1
ALLWEIS & CO SOLICITORS,0,0,0,1,1
ALM LAW LTD,0,0,0,1,1
AMORY GLASS & CO,0,0,0,1,1
AMY & CO SOLICITORS,0,0,0,1,1
ANDERSON LONGMORE & HIGHAM,0,0,1,0,1
ANDREW HURRELL,0,0,0,1,1
ANDREW RUGG,0,0,0,1,1
ANITA L. BRICE,0,0,0,1,1
ANNA ARTHUR & ASSOCIATES,0,0,1,0,1
ANTHONY KING & COMPANY SOLICITORS,0,0,0,1,1
AP WIRELESS (UK) LIMITED,0,0,0,1,1
APC SOLICITORS,0,0,0,1,1
ARCADIA LAW LIMITED,0,0,1,0,1
ARMITAGE & GUEST,1,0,0,0,1
ARORA LODHI HEATH SOLICITORS,0,0,0,1,1
ARTIS LEGAL,0,0,0,1,1
ASHTON ROSS LAW LTD,0,0,0,1,1
ASPINALL & CO,0,0,1,0,1
ASR SOLICITORS,0,0,0,1,1
AUSTIN MOORE & PARTNERS,0,0,0,1,1
AXIS LEGAL SERVICES LIMITED,0,0,1,0,1
AYDIN & BRIGHT SOLICITORS LIMITED,0,0,0,1,1
BACHES,0,0,0,1,1
BACKHOUSE JONES LIMITED,0,0,1,0,1
BAKER & MCKENZIE LLP,0,0,0,1,1
BAKER GRAY & CO,0,0,1,0,1
BALDWIN & CO,0,0,0,1,1
Bankside Property Ltd,0,0,0,1,1
BARNES MARSLAND,0,0,0,1,1
BARNES ROFFE LEGAL LIMITED,0,0,0,1,1
BARRY ASHTON SOLICITOR,0,0,0,1,1
BASINGSTOKE AND DEAN BOROUGH COUNCIL,0,0,1,0,1
BATES SOLICITORS LTD,0,0,0,1,1
BAYNARDS,0,0,0,1,1
BAZEER & CO,0,0,0,1,1
BBS LAW LTD,0,0,0,1,1
BEDFORD BOROUGH COUNCIL,0,0,0,1,1
BEDWELL WATTS & CO,0,0,1,0,1
BEECHAM FISHER RIDLEY SOLICITORS,0,0,0,1,1
BEECHWOOD SOLICITORS LIMITED,0,0,0,1,1
BELCHER FROST,0,0,0,1,1
BELLS SOLICITORS (FARNHAM),0,0,0,1,1
BELSIZE LEGAL SERVICES LLP,0,0,0,1,1
BENNETT AND NEWELL NOTARIES LTD,0,0,1,0,1
BENNETT WELCH & CO,0,0,0,1,1
BENSON MAZURE,0,0,0,1,1
Beor Wilson  Lloyd,0,0,0,1,1
BERKELEY ROWE LIMITED,0,0,1,0,1
BIRCH & CO,0,0,0,1,1
BIRMINGHAM CITY COUNCIL,0,0,0,1,1
BL CONVEY LIMITED,0,0,1,0,1
BLACKBURN & CO (BLACKPOOL & FLEETWOOD),0,0,0,1,1
BLACKPOOL BOROUGH COUNCIL,0,0,0,1,1
BLACKSTONE LEGAL LIMITED,0,0,0,1,1
BOBBETTS MACKAN,0,0,0,1,1
BOURNVILLE SOLICITORS LTD,0,0,1,0,1
BOWCOCK CUERDEN,0,0,1,0,1
BOWEN EGLES LLP,0,0,0,1,1
BRADFORD CITY COUNCIL,0,0,0,1,1
BRAINS SOLICITORS,0,0,1,0,1
BRAINTREE DISTRICT COUNCIL,0,0,1,0,1
BREAKWELLS,0,0,0,1,1
BROCKINGTON CARROLL SOLICITORS,0,0,1,0,1
BRODRICK-BARKER & CO,0,0,0,1,1
BROMLEY CLACKETT LIVESLEY LLP,0,0,0,1,1
BROOK MARTIN & CO,0,0,0,1,1
BROOKS SOLICITORS,0,0,0,1,1
BROOMHALL & CO,0,0,0,1,1
BROWN & VAUTIER,0,0,0,1,1
BROWN TURNER ROSS,0,0,0,1,1
BRUNSWICK LAW,0,0,0,1,1
BRUNSWICK LAW LTD,0,0,0,1,1
BTF PARTNERSHIP LLP,0,0,1,0,1
BUGLEAR BATE & CO,0,0,0,1,1
BURCH PHILLIPS & CO,0,0,0,1,1
BURT BRILL & CARDENS,0,0,0,1,1
BURTON WOOLF & TURK,0,0,0,1,1
C L CLEMO & CO,0,0,0,1,1
C M ROBINSON SOLICITORS,0,0,0,1,1
C. NICHOLLS SOLICITORS,0,0,1,0,1
CAMPBELL COURTNEY & COONEY,0,0,1,0,1
CAMPION SOLICITORS (HESWELL),0,0,0,1,1
CARLSONS,0,0,0,1,1
CAROLINE COATS SOLICITORS,0,0,0,1,1
CARSON MCDOWELL,0,0,0,1,1
CARTER LEMON CAMERONS LLP,0,0,0,1,1
CARTRIDGES,0,0,0,1,1
CARVILL & JOHNSON LLP,0,0,0,1,1
CHAPPLE & CO,0,0,0,1,1
CHARLES DE ALWIS SOLICITORS,0,0,0,1,1
CHELTENHAM BOROUGH COUNCIL,0,0,1,0,1
CHILCOTTS PREMIER LTD T/A CHILLCOT,0,0,0,1,1
CHRIS CLARK SOLICITORS,0,0,0,1,1
CHUBB & CO,0,0,0,1,1
CITY LAW SOLICITORS,0,0,0,1,1
CL LAW,0,0,0,1,1
CLB LAWYERS,0,0,0,1,1
CLEMENTS & CO SOLICITORS,0,0,0,1,1
CLIFFORD HARRIS & CO,0,0,0,1,1
CO-OPERATIVE GROUP LEGAL DEPARTMENT,0,0,0,1,1
CO-OPERATIVE LEGAL SEVICES,0,0,1,0,1
COLEMAN & BETTS,0,0,0,1,1
COLES LANE PROPERTIES LIMITED,0,0,1,0,1
COLLINS & HOY,0,0,0,1,1
COMMERCIAL DEVELOPMENT PROJECTS LIMITED,0,0,1,0,1
CONNAUGHT LAW LIMITED,0,0,0,1,1
CONWAY & COMPANY (HARROW),0,0,0,1,1
CONWAY MCILLMURRAY SOLICITORS,0,0,1,0,1
CONWY COUNTY BOROUGH COUNCIL,0,0,1,0,1
COOKS,0,0,0,1,1
CORFIELD SOLICITORS,0,0,0,1,1
COSTLEY & PARTNERS,0,0,1,0,1
COUNTRYSIDE PROPERTIES PLC,0,0,0,1,1
CRABTREE CHADWICK SOLICITORS,0,0,0,1,1
CREANS SOLICITORS,0,0,0,1,1
CREWE PROPERTY LAW LIMITED,0,0,0,1,1
CROWLEY & CO,0,0,0,1,1
CTT LAW LIMITED,0,0,0,1,1
DAMIAN J PLANT & CO,0,0,0,1,1
DANIEL & BAKER SOLICITORS,0,0,0,1,1
DAVID BENSON SOLICITORS,0,0,0,1,1
DAVID ROSTHORN T/A ROSTHORNS,0,0,0,1,1
DAVID SHAW LEGAL,0,0,0,1,1
DAWSON SOLICITORS,0,0,1,0,1
DENHAMS SOLICITORS,0,0,0,1,1
DIANA DEACON LIMITED,0,0,0,1,1
DIXON PHILLIPS,0,0,1,0,1
DLS LAW,0,0,0,1,1
DOMINIC MILLS LTD,0,0,0,1,1
DONN  & CO,0,0,1,0,1
DRUITTS,0,0,0,1,1
DUANE MORRIS,0,0,0,1,1
DUNKERLEYS LLP,0,0,0,1,1
DYNAMIC SOLICITORS,0,0,0,1,1
E A NEARY LIMITED,0,0,1,0,1
E-SOLICITORS LIMITED,1,0,0,0,1
EAST DEVON DISTRICT COUNCIL,0,0,0,1,1
ECHELOW LAW LIMITED,0,0,0,1,1
EDEN SOLICITORS,0,0,0,1,1
EDGAR CULE & EVANS,0,0,0,1,1
EDRIDGES & DRUMMONDS,0,0,0,1,1
EDWARD JONES & SON,1,0,0,0,1
EDWARDS WILLOBY & LOCH LIMITED,0,0,0,1,1
ELIA ZEE LIMITED,0,0,0,1,1
ELLIOTT MATTHEW LIMITED,0,0,0,1,1
EMMS GILMORE LIBERSON LIMITED,0,0,0,1,1
ENGLAND KERR HANDS & CO,0,0,0,1,1
ENGLAND PALMER,0,0,0,1,1
ENVIRONMENT AGENCY,0,0,1,0,1
ERACLEOUS AND MCKENNA LLP,0,0,0,1,1
EVANS QUARTERMAINE SOLICITORS,0,0,0,1,1
EXON LEGAL LTD,0,0,0,1,1
EZRAN LAW,0,0,0,1,1
F&B LAWYERS LTD,0,0,0,1,1
FAHRI JACOB,0,0,0,1,1
FARANI JAVID & TAYLOR,0,0,0,1,1
FCC ENVIRONMENT (UK) LTD,0,0,1,0,1
FERNS,0,0,0,1,1
FITZPATRICK & CO SOLICITORS,0,0,0,1,1
FORDINGHALL LTD,0,0,0,1,1
FOSTER HARRINGTON,0,0,0,1,1
FRANCES J WALSH,0,0,0,1,1
FRANKLIN ALLAN LTD,0,0,0,1,1
FRAZINE JOHNSON SOLICITORS,0,0,0,1,1
FREEMAN BOX,0,0,0,1,1
G A WAITE SOLICITORS,0,0,0,1,1
G. LLOYD JONES & CO,0,0,0,1,1
Gaines and Wilkinson,0,0,0,1,1
GANGAR & CO,0,0,0,1,1
GANS & CO SOLICITORS LLP,0,0,0,1,1
GARDEN HOUSE SOLICITORS,0,0,0,1,1
GATESHEAD BOROUGH COUNCIL,0,0,0,1,1
GEMS LEGAL SERVICES LIMITED,0,0,0,1,1
GEOFFREY BRYANT & COMPANY,0,0,0,1,1
GEOFFREY FORRESTER & CO,0,0,0,1,1
GEOFFREY T SMITH & CO,0,0,0,1,1
GERAINT JONES & CO,0,0,0,1,1
GIBBONS SOLICITORS,0,0,0,1,1
GILLHAMS SOLICITORS LLP,0,0,0,1,1
GILLIAN GADD & CO,0,0,1,0,1
GLAZER DELMAR,0,0,0,1,1
GOODMAN KING,0,0,1,0,1
GOODWIN & CO,0,0,0,1,1
GORDON GRAY SOLICITORS,0,0,0,1,1
GOUGH THORNE SOLICITORS LLP,0,0,0,1,1
GRAHAM FEAR & CO,0,0,1,0,1
GREENSTONE SOLICITORS LIMITED,0,0,0,1,1
GREENWICH SOLICITORS LTD,0,0,0,1,1
GREENWOOD & CO,0,0,0,1,1
GREGORY ABRAMS DAVIDSON LLP,1,0,0,0,1
GRIFFITHS INGS SOLICITORS,0,0,1,0,1
GROOM HALLIDAY,0,0,0,1,1
GROWER FREEMAN,0,0,0,1,1
GULBENKIAN ANDONIAN SOLICITORS,0,0,1,0,1
H & A LAW,0,0,0,1,1
H & C LAW & PROPERTY GROUP LTD,0,0,1,0,1
H K H KENWRIGHT & COX,0,0,0,1,1
H VAUGHAN VAUGHAN & CO,0,0,0,1,1
HADDOCK & CO SOLICITORS,0,0,0,1,1
HAL EMMETT & CO,0,0,0,1,1
HAMSTEAD LAW PRACTICE,0,0,0,1,1
HANNAH SOLICITORS LLP,0,0,1,0,1
HANSON WOODS SOLICITORS LLP,0,0,0,1,1
HAQ SOLICITORS,0,0,0,1,1
HARDMAN & WATSON,0,0,0,1,1
HARGREAVES MOUNTENEY SOLICITORS,0,0,1,0,1
HARLAND & CO,0,0,0,1,1
HARPER MACLEOD LLP,0,0,1,0,1
HARROW LAW PRACTICE,0,0,0,1,1
HARTLEPOOL BOROUGH COUNCIL,0,0,0,1,1
HARTLEY THOMAS & WRIGHT,1,0,0,0,1
HAWKSLEYS SOLICITORS,0,0,0,1,1
HAYDEN SOLICITORS,0,0,1,0,1
HE THOMAS & CO SOLICITORS,0,0,0,1,1
HEDLEY SOLICITORS (BLYTH),0,0,0,1,1
HEPBURNS (EAST DULWICH),0,0,0,1,1
HILARY JOHNSTON,0,0,0,1,1
HILL RESIDENTIAL LIMITED,0,0,1,0,1
HODKIN PD TRADING AS HODKIN & CO,0,0,0,1,1
HOLDEN HAIE SOLICITORS,0,0,0,1,1
HOLLIS & CO,0,0,0,1,1
HOULTON CARR,0,0,1,0,1
HOUSING AND PROPERTY LAW PARTNERSHIP,0,0,0,1,1
HOWARD & OVER,0,0,0,1,1
HS LEGAL SOLICITORS,0,0,0,1,1
HSR SOLICITORS,0,0,0,1,1
HUGHMANS,0,0,0,1,1
HUMD SOLICITORS,0,0,0,1,1
HUNTER PEDDELL PROPERTY LAW,0,0,0,1,1
HYLAND FITZWATER LIMITED,0,0,1,0,1
I WILL SOLICITORS LIMITED,0,0,0,1,1
IACOPI PALMER SOLICITORS LLP,0,0,0,1,1
IAN HENERY SOLICITORS LIMITED,0,0,0,1,1
IAN NEWBURY & CO,0,0,1,0,1
IFRAHIM & CO SOLICITORS,0,0,0,1,1
IRVINGS SOLICITORS (HARROW),0,0,0,1,1
ISC LAWYERS,0,0,0,1,1
ISLINGTON LONDON BOROUGH,0,0,0,1,1
J BENSON SOLICITORS,0,0,0,1,1
J E KENNEDY & CO,0,0,0,1,1
J PEARLMAN,0,0,0,1,1
J SPURLING T/A SPURLINGS,1,0,0,0,1
J STIFFORD SOLICITORS LTD,0,0,0,1,1
JACKSON BRIERLEY HUDSON STONEY,0,0,0,1,1
JACKSON LONGE LIMITED,0,0,0,1,1
JAMES E BARNES,0,0,0,1,1
JASWAL JOHNSTON BOYLE SOLICITORS,0,0,0,1,1
JAY VADHER & CO,0,0,0,1,1
JAYNE BREARLEY & CO,0,0,0,1,1
JDS SOLICITORS LIMITED,0,0,0,1,1
JEREMY ROBERTS & CO,0,0,0,1,1
JOELSON JD LLP,0,0,0,1,1
JOHAL & CO,0,0,0,1,1
JOHAR & COMPANY,0,0,0,1,1
JOHN BOYLE & CO,0,0,0,1,1
JOHN KENT SOLICITORS,0,0,0,1,1
JOHN MCCARTHY & CO,0,0,1,0,1
JOHN MCKEE & SON SOLICITORS,0,0,0,1,1
JOHN OWEN,0,0,0,1,1
JOHN POYSER,0,0,0,1,1
JOHN ROBERT WILSON,0,0,0,1,1
JONES & DUFFIN,0,0,0,1,1
JOSEPH & KHAN SOLICITORS,0,0,0,1,1
JP LEGAL LAW,0,0,0,1,1
JULIA T BETTS,0,0,0,1,1
JURIS SOLICITORS LTD,0,0,0,1,1
KALAM SOLICITORS,0,0,0,1,1
"KARAM, MISSICK & TRAUBE",0,0,0,1,1
KAURMAXWELL LTD,0,0,0,1,1
KD LAW LIMITED,0,0,0,1,1
KEITH BRIGHT,0,0,0,1,1
KEITH FLOWER & CO,0,0,0,1,1
KEITH HARVEY & CO,0,0,0,1,1
