"organisation_name","purchase_order_number","order_date","total_value","supplier_name","account_name","service"
"Rochdale Borough Council","e1017345","2015-06-18","7682","PEOPLETOO LIMITED","CONSULTANT FEES","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","e1017346","2015-06-18","7682","PEOPLETOO LIMITED","CONSULTANT FEES","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","ph100882","2015-06-18","5798","VIRGIN CARE BLACKPOOL LLP","PH OTHER CONTRACTS","PUBLIC HEALTH"
"Rochdale Borough Council","ph100883","2015-06-18","18140","VIRGIN CARE BLACKPOOL LLP","PH OTHER CONTRACTS","PUBLIC HEALTH"
"Rochdale Borough Council","d1051093","2015-06-19","13975.2","DOBSON UK LTD","EQUIPMENT - GENERAL","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051094","2015-06-19","25509.1","STRAIGHT MANUFACTURING LTD","PURCHASE OF OTHER EQUIPMENT","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1017357","2015-06-19","5920","REDACTED PERSONAL DATA","CONSULTANT FEES","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017368","2015-06-19","9810.12","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017369","2015-06-19","10347.7","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017370","2015-06-19","10658","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017371","2015-06-19","10658","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017372","2015-06-19","10658","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017373","2015-06-19","10658","BELMONT SCHOOL LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017376","2015-06-19","14924","OLDHAM COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1017378","2015-06-19","91144.6","BURY COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","f1004175","2015-06-19","28860","CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES"
"Rochdale Borough Council","f1004177","2015-06-19","23107.5","MERITEC LIMITED","AGENCY STAFF","FINANCE SERVICES"
"Rochdale Borough Council","w1000935","2015-06-19","26000","ROYAL VOLUNTARY SERVICE","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","ph100885","2015-06-21","5516","BARNARDOS","PH BUSINESS CASES","PUBLIC HEALTH"
"Rochdale Borough Council","d1051115","2015-06-22","6000","TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1051125","2015-06-22","10000","MOUCHEL LTD","ROADWORKS","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","e1017385","2015-06-22","15900","ROC NORTHWEST LTD","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1004699","2015-06-22","7439.74","ROYAL MAIL GROUP PLC","POSTAGE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","x1011217","2015-06-22","28667","CORAM","ADOPTION PAYMENTS","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","d1051138","2015-06-23","8200.5","JMHA","PROPERTY REFURBISHMENT (HOUSING)","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051148","2015-06-23","5310","EMO OIL LIMITED","OIL","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051152","2015-06-23","22691.7","BRAHM FUNDCO 2 LTD","PFI SCHEMES RPI","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051153","2015-06-23","6440.36","SPUR INFORMATION SOLUTIONS LIMITED","IT EQUIPMENT","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","q1004717","2015-06-23","8910","ACORN RECOVERY PROJECTS","CONTRACTED SERVICES","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1051172","2015-06-24","6000","AECOM PROFESSIONAL SERVICES LTD","SURVEYORS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051174","2015-06-24","10900","F BRIERLEY & SON LIMITED","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","e1017401","2015-06-24","27342.2","ERNST & YOUNG LLP","CONSULTANT FEES","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1004725","2015-06-24","5100","MANCHESTER METROPOLITAN UNIVERSITY","TRAINING","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","d1051203","2015-06-25","8974","BUCHANAN ORDER MANAGEMENT","SOFTWARE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1051220","2015-06-25","48908.2","CARIBOU GREEN WARMTH LLP","PROPERTY REFURBISHMENT (HOUSING)","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","f1004191","2015-06-25","54713.8","MERITEC LIMITED","AGENCY STAFF","FINANCE SERVICES"
"Rochdale Borough Council","q1004741","2015-06-25","11500","XPRESS SOFTWARE SOLUTIONS LTD","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","q1004742","2015-06-25","5470","TRIAD FABRICATIONS LIMITED","ELECTION MATERIALS","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","x1011236","2015-06-25","27000","SALFORD CITY COUNCIL","ADOPTION PAYMENTS","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","f1004193","2015-06-26","6825","MERITEC LIMITED","AGENCY STAFF","FINANCE SERVICES"
"Rochdale Borough Council","f1004194","2015-06-26","6000","CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES"
"Rochdale Borough Council","d1051250","2015-06-28","12000","EAST LANCASHIRE RAILWAY TRUST LTD","CONSULTANT FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051287","2015-06-29","38634","BRIAN HAM LANDSCAPES LIMITED","IMPROVEMENTS-MODERNISATION","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1017431","2015-06-29","5920","REDACTED PERSONAL DATA","CONSULTANT FEES","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1004778","2015-06-29","8500","OPTEVIA LTD","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1051296","2015-06-30","12000","NEW IMAGE PUBLIC RELATIONS LIMITED","CONTRACTED SERVICES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051298","2015-06-30","20000","UNITY PARTNERSHIP LTD","AGENCY STAFF","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1051300","2015-06-30","7222","OLDHAM & ROCHDALE GROUNDWORK TRUST LTD","MISCELLANEOUS CAPITAL EXPENDITURE","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051304","2015-06-30","5664.95","DTZ DEBENHAM TIE LEUNG LIMITED","SURVEYORS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1051310","2015-06-30","10063.4","STRAIGHT MANUFACTURING LTD","PURCHASE OF OTHER EQUIPMENT","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","s1018929","2015-06-30","8536","TERRY GROUP LTD","TRANSACTIONS-EXPENDITURE","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","d1047175","2015-01-05","302000","COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD","PFI SCHEMES RPIX","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","e1015532","2015-01-05","9706.55","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015534","2015-01-05","7329.89","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015535","2015-01-05","17817.9","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015537","2015-01-05","9346.45","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015540","2015-01-05","29199","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015541","2015-01-05","310882","INSPIREDSPACES ROCHDALE PROJECT CO1 LTD","PFI SCHEMES RPIX","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","ph100670","2015-01-05","6550","ROTHWELL PROMOTIONAL GIFTS LTD","PUBLICITY","PUBLIC HEALTH"
"Rochdale Borough Council","q1003310","2015-01-05","8947.93","POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER","CONTRACTED SERVICES","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","q1003311","2015-01-05","8673.65","POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER","CONTRACTED SERVICES","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1047232","2015-01-06","138262","RIVERSIDE TRUCK RENTAL","LONG TERM CONTRACTED EXTERNAL HIRE","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047236","2015-01-06","5712","G AND A TAYLOR HOTELS LTD","ACCOMMODATION","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1015550","2015-01-06","8433.39","INSPIREDSPACES ROCHDALE LTD","PURCHASE OF ICT HARDWARE","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015552","2015-01-06","8041","BOLTON M B C","SUBSCRIPTIONS","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015575","2015-01-06","376709","INSPIREDSPACES ROCHDALE PROJECTCO2 LTD","PFI SCHEMES RPIX","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1003321","2015-01-06","24000","SENITOR RECRUITMENT","CAPITAL SALARIES","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","q1003324","2015-01-06","5000","ROCHDALE MEDIATION SERVICE LIMITED","GRANTS TO THE NON VOLUNTARY SECTOR","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1047258","2015-01-07","8190","EMO OIL LIMITED","TRANSACTIONS-EXPENDITURE","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","q1003326","2015-01-07","8206.44","SOFTCAT LTD","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","s1017918","2015-01-07","33766.8","FACE RECORDING & MEASUREMENT SYSTEMS LTD","IT MAINTENANCE","LEARNING DIS & MENTAL HEALTH"
"Rochdale Borough Council","d1047280","2015-01-08","8333.34","ROCHDALE & DIST CITIZENS ADVICE BUREAU","GRANTS TO THE VOLUNTARY SECTOR","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047286","2015-01-08","6480","TRAKM8 LIMITED","EQUIPMENT - GENERAL","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047292","2015-01-08","7562","URBAN VISION PARTNERSHIP LTD","AGENCY STAFF","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1015622","2015-01-08","5173.12","REDACTED PERSONAL INFORMATION","CONSULTANT FEES","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","e1015623","2015-01-08","56287.1","TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","ph100677","2015-01-08","9456.92","VICTIM SUPPORT & WITNESS SERVICE","PH BUSINESS CASES","PUBLIC HEALTH"
"Rochdale Borough Council","ph100678","2015-01-08","23375","ROCHDALE & DISTRICT MIND","PH BUSINESS CASES","PUBLIC HEALTH"
"Rochdale Borough Council","q1003353","2015-01-08","10052","NORTHGATE INFORMATION SOLUTIONS UK LTD","SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1047312","2015-01-09","9352.5","D AND M DEMOLITION AND RECYCLING LTD","REMOVAL/STRIP OUT COSTS","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047314","2015-01-09","12500","KEY TO THE DOOR","ACTIVITIES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047319","2015-01-09","15000","CITY OF BRADFORD MET DISTRICT COUNCIL","CHRISTMAS DECORATIONS","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047323","2015-01-09","5000","NICK BAYLISS GLASS LIMITED","IMPROVEMENTS-MODERNISATION","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","e1015637","2015-01-09","71891.8","DIOCESE OF SALFORD","IMPROVEMENTS-MODERNISATION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1003363","2015-01-09","9529.32","LIQUIDLOGIC LTD","SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1047331","2015-01-13","53422","J COONEY LTD","ROADWORKS","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047366","2015-01-13","27300","EMO OIL LIMITED","TRANSACTIONS-EXPENDITURE","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1015647","2015-01-13","7628.6","TRAFFORD MBC","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015650","2015-01-13","5138","BOLTON  COLLEGE","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015652","2015-01-13","6589.34","BOLTON  COLLEGE","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015653","2015-01-13","7697.66","BOLTON  COLLEGE","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015662","2015-01-13","15000","FAMILY ACTION","GRANTS TO THE NON VOLUNTARY SECTOR","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1003378","2015-01-13","7000","ROY PAISEY","MISCELLANEOUS CAPITAL EXPENDITURE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","d1047384","2015-01-14","7700","ROCHDALE BOROUGH SHOPMOBILITY","GRANTS TO THE VOLUNTARY SECTOR","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047387","2015-01-14","7700","ROCHDALE BOROUGH SHOPMOBILITY","GRANTS TO THE VOLUNTARY SECTOR","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1015690","2015-01-14","20140","CLARENCE HIGH SCHOOL","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015691","2015-01-14","11563.8","ROSS CARE","PURCHASE OF OTHER EQUIPMENT","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015692","2015-01-14","9899.85","ROSS CARE","PURCHASE OF OTHER EQUIPMENT","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","q1003391","2015-01-14","111352","PROCESSFLOWS UK LTD","SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","q1003402","2015-01-14","16385","TOPMARK CLAIMS MANAGEMENT LTD","TRANSACTIONS-EXPENDITURE","FINANCE SERVICES"
"Rochdale Borough Council","s1017974","2015-01-14","5394","STANNAH LIFT SERVICES LTD","TRANSACTIONS-EXPENDITURE","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","s1017977","2015-01-14","6570","BROADWAY BUILDING CONTRACTORS OLDHAM LTD","IMPROVEMENTS-EXTENSIONS & ALTERATIONS","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","s1017991","2015-01-14","5409","K P DODD CONSTRUCTION LIMITED","IMPROVEMENTS-EXTENSIONS & ALTERATIONS","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","s1017992","2015-01-14","10000","STANNAH LIFT SERVICES LTD","REMOVAL EXPENDITURE","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","d1047427","2015-01-15","12509.5","EASI-DEC ACCESS SYSTEMS LTD","EQUIPMENT - GENERAL","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047430","2015-01-15","22470.7","BRAHM FUNDCO 2 LTD","PFI SCHEMES RPI","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047438","2015-01-15","5950","GARDINER & THEOBALD LLP","SURVEYORS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047439","2015-01-15","7500","CUNDALL","ENGINEERS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047440","2015-01-15","24100","AECOM PROFESSIONAL SERVICES LTD","SURVEYORS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","e1015695","2015-01-15","20000","G W THEATRE COMPANY LIMITED","ACTIVITIES","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015696","2015-01-15","670365","AXIOM EDUCATION (ROCHDALE) LIMITED","PFI SCHEMES RPIX","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015701","2015-01-15","50500","POSITIVE STEPS","EXTERNALLY MANAGED FUNDS","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015708","2015-01-15","7207.01","INSPIREDSPACES ROCHDALE PROJECTCO2 LTD","IMPROVEMENTS-MODERNISATION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015709","2015-01-15","159203","INSPIREDSPACES ROCHDALE LTD","IMPROVEMENTS-MODERNISATION","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","ph100687","2015-01-15","50474","THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH"
"Rochdale Borough Council","ph100688","2015-01-15","15000","THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH"
"Rochdale Borough Council","q1003406","2015-01-15","17000","OPTEVIA LTD","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES"
"Rochdale Borough Council","s1017995","2015-01-15","9220.8","FACE RECORDING & MEASUREMENT SYSTEMS LTD","IT MAINTENANCE","LEARNING DIS & MENTAL HEALTH"
"Rochdale Borough Council","s1017996","2015-01-15","78000","ROSS CARE","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE"
"Rochdale Borough Council","x1010248","2015-01-15","5800","REDACTED PERSONAL INFORMATION","CONSULTANT FEES","CHILDREN’S SOCIAL CARE"
"Rochdale Borough Council","d1047463","2015-01-16","5750","SCOTT HUGHES","ENGINEERS FEES","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047465","2015-01-16","23480","CALEDONIAN LIFT SERVICES LTD","IMPROVEMENTS-MODERNISATION","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","e1015716","2015-01-16","23221.2","AXIOM EDUCATION (ROCHDALE) LIMITED","MEALS","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","e1015717","2015-01-16","17607","AXIOM EDUCATION (ROCHDALE) LIMITED","WATER CHARGES","EARLY HELP AND SCHOOLS"
"Rochdale Borough Council","d1047484","2015-01-19","8398.06","BURNT TREE GROUP LIMITED","TRANSACTIONS-EXPENDITURE","ECONOMY AND ENVIRONMENT"
"Rochdale Borough Council","d1047492","2015-01-19","7822.25","F W SHERRATT LTD","SPECIFIED MAINTENANCE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047493","2015-01-19","24644.3","J COONEY LTD","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047505","2015-01-19","7152.5","SIGNAGE SYSTEMS LTD","MAINTENANCE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047577","2015-01-20","8340.51","J COONEY LTD","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","d1047578","2015-01-20","10554","J COONEY LTD","TRANSACTIONS-EXPENDITURE","PROPERTY AND HIGHWAYS"
"Rochdale Borough Council","f1003927","2015-01-20","6734","MERITEC LIMITED","AGENCY STAFF","FINANCE SERVICES"
"Rochdale Borough Council","ph100693","2015-01-20","9970","OTTAWAY STRATEGIC MANAGEMENT LIMITED","ACTIVITIES","PUBLIC HEALTH"
